"season","dateBorn","position","playerName","team","dateSeasonStart","playerAgeYrs"
"2002",1983-05-25,"U","Tomáš Mica","1. FC Slovácko",2001-07-28,18.1890410958904
"2002",1970-01-28,"U","Dalibor Slezák","1. FC Slovácko",2001-07-28,31.5178082191781
"2002",1976-11-11,"-","Libor Bosák","1. FC Slovácko",2001-07-28,24.7260273972603
"2002",1976-03-30,"-","Radek Buchta","1. FC Slovácko",2001-07-28,25.3452054794521
"2002",1966-07-26,"-","Miroslav Hlahůlek","1. FC Slovácko",2001-07-28,35.0301369863014
"2002",1970-10-04,"-","Alexander Homér","1. FC Slovácko",2001-07-28,30.8356164383562
"2002",1974-08-07,"-","Pavol Kopačka","1. FC Slovácko",2001-07-28,26.9917808219178
"2002",1975-05-28,"-","Jan Míl","1. FC Slovácko",2001-07-28,26.186301369863
"2002",1974-12-30,"-","Lubomír Průdek","1. FC Slovácko",2001-07-28,26.5945205479452
"2002",1964-03-30,"-","Libor Soldán","1. FC Slovácko",2001-07-28,37.3534246575342
"2002",1975-01-25,"-","Libor Zapletal","1. FC Slovácko",2001-07-28,26.5232876712329
"2001",1976-07-14,"B","Petr Drobisz","1. FC Slovácko",2000-07-29,24.0575342465753
"2001",1974-11-09,"B","Miroslav Ondrůšek","1. FC Slovácko",2000-07-29,25.7369863013699
"2001",1979-07-02,"O","Jiří Birhanzl","1. FC Slovácko",2000-07-29,21.0904109589041
"2001",1977-08-13,"O","Pavel Němčický","1. FC Slovácko",2000-07-29,22.9753424657534
"2001",1976-04-09,"O","Jan Trousil","1. FC Slovácko",2000-07-29,24.3205479452055
"2001",1974-02-16,"O","Roman Veselý","1. FC Slovácko",2000-07-29,26.4657534246575
"2001",1978-09-20,"Z","Martin Abraham","1. FC Slovácko",2000-07-29,21.8712328767123
"2001",1975-09-08,"Z","Petr Lysáček","1. FC Slovácko",2000-07-29,24.9068493150685
"2001",1977-01-16,"Z","Tomáš Polách","1. FC Slovácko",2000-07-29,23.5479452054795
"2001",1972-08-30,"Z","Tomáš Vajda","1. FC Slovácko",2000-07-29,27.9315068493151
"2001",1978-03-28,"U","Lubomír Blaha","1. FC Slovácko",2000-07-29,22.3534246575342
"2001",1977-09-05,"U","Jiří Kowalík","1. FC Slovácko",2000-07-29,22.9123287671233
"2001",1973-08-04,"U","Radim Krupník","1. FC Slovácko",2000-07-29,27.0027397260274
"2001",1976-02-12,"U","Vladimír Malár","1. FC Slovácko",2000-07-29,24.4767123287671
"2001",1976-11-11,"-","Libor Bosák","1. FC Slovácko",2000-07-29,23.7287671232877
"2001",1966-07-26,"-","Miroslav Hlahůlek","1. FC Slovácko",2000-07-29,34.0328767123288
"2001",1970-10-04,"-","Alexander Homér","1. FC Slovácko",2000-07-29,29.8383561643836
"2001",1974-08-07,"-","Pavol Kopačka","1. FC Slovácko",2000-07-29,25.9945205479452
"2001",1977-04-23,"-","Jakub Macek","1. FC Slovácko",2000-07-29,23.2821917808219
"2001",1975-05-28,"-","Jan Míl","1. FC Slovácko",2000-07-29,25.1890410958904
"2001",1964-03-30,"-","Libor Soldán","1. FC Slovácko",2000-07-29,36.3561643835616
"2001",1970-12-08,"-","Jiří Vojtěšek","1. FC Slovácko",2000-07-29,29.6602739726027
"2001",1975-01-25,"-","Libor Zapletal","1. FC Slovácko",2000-07-29,25.5260273972603
"2013",1985-11-23,"B","Aleš Hruška","1. FK Příbram",2012-07-27,26.6931506849315
"2013",1986-11-22,"B","Jakub Rondzik","1. FK Příbram",2012-07-27,25.6958904109589
"2013",1988-02-02,"O","Radek Dejmek","1. FK Příbram",2012-07-27,24.4986301369863
"2013",1990-09-24,"O","Josef Divíšek","1. FK Příbram",2012-07-27,21.8547945205479
"2013",1982-12-10,"O","Tomáš Hájovský","1. FK Příbram",2012-07-27,29.6493150684932
"2013",1992-05-05,"O","Jakub Jugas","1. FK Příbram",2012-07-27,20.241095890411
"2013",1985-10-27,"O","Tomáš Krbeček","1. FK Příbram",2012-07-27,26.7671232876712
"2013",1990-02-21,"O","Milan Mišůn","1. FK Příbram",2012-07-27,22.4438356164384
"2013",1977-05-21,"O","Lukáš Pleško","1. FK Příbram",2012-07-27,35.2082191780822
"2013",1978-09-20,"Z","Martin Abraham","1. FK Příbram",2012-07-27,33.8739726027397
"2013",1988-10-19,"Z","Mašán Azíz","1. FK Příbram",2012-07-27,23.786301369863
"2013",1993-10-11,"Z","Marek Hanuš","1. FK Příbram",2012-07-27,18.8054794520548
"2013",1982-08-25,"Z","David Kalivoda","1. FK Příbram",2012-07-27,29.9424657534247
"2013",1984-03-14,"Z","Zdeněk Koukal","1. FK Příbram",2012-07-27,28.3890410958904
"2013",1992-02-16,"Z","Jiří Mareš","1. FK Příbram",2012-07-27,20.4575342465753
"2013",1988-12-20,"Z","Tomáš Pilík","1. FK Příbram",2012-07-27,23.6164383561644
"2013",1985-03-22,"Z","Daniel Tarczal","1. FK Příbram",2012-07-27,27.3671232876712
"2013",1985-12-06,"Z","Petr Trapp","1. FK Příbram",2012-07-27,26.6575342465753
"2013",1990-01-10,"Z","Róbert Valenta","1. FK Příbram",2012-07-27,22.558904109589
"2013",1990-10-20,"U","Zoran Danoski","1. FK Příbram",2012-07-27,21.7835616438356
"2013",1987-03-25,"U","Martin Šlapák","1. FK Příbram",2012-07-27,25.358904109589
"2013",1994-01-29,"U","Lukáš Stratil","1. FK Příbram",2012-07-27,18.5041095890411
"2013",1983-03-04,"U","David Střihavka","1. FK Příbram",2012-07-27,29.4191780821918
"2013",1990-03-06,"U","Tomáš Wágner","1. FK Příbram",2012-07-27,22.4082191780822
"2012",1985-11-23,"B","Aleš Hruška","1. FK Příbram",2011-07-29,25.6958904109589
"2012",1986-11-22,"B","Jakub Rondzik","1. FK Příbram",2011-07-29,24.6986301369863
"2012",1990-09-24,"O","Josef Divíšek","1. FK Příbram",2011-07-29,20.8575342465753
"2012",1990-03-09,"O","Lukáš Hejda","1. FK Příbram",2011-07-29,21.4027397260274
"2012",1985-10-27,"O","Tomáš Krbeček","1. FK Příbram",2011-07-29,25.7698630136986
"2012",1986-03-22,"O","Jiří Krejčí","1. FK Příbram",2011-07-29,25.3698630136986
"2012",1990-02-21,"O","Milan Mišůn","1. FK Příbram",2011-07-29,21.4465753424658
"2012",1977-05-21,"O","Lukáš Pleško","1. FK Příbram",2011-07-29,34.2109589041096
"2012",1987-01-28,"O","Pavel Ricka","1. FK Příbram",2011-07-29,24.5150684931507
"2012",1989-05-04,"O","Matěj Štochl","1. FK Příbram",2011-07-29,22.2493150684931
"2012",1984-03-14,"Z","Zdeněk Koukal","1. FK Příbram",2011-07-29,27.3917808219178
"2012",1992-02-16,"Z","Jiří Mareš","1. FK Příbram",2011-07-29,19.4602739726027
"2012",1989-02-09,"Z","Jan Mojdl","1. FK Příbram",2011-07-29,22.4794520547945
"2012",1989-05-13,"Z","Marius Papšys","1. FK Příbram",2011-07-29,22.2246575342466
"2012",1992-02-13,"Z","Pavel Pilík","1. FK Příbram",2011-07-29,19.4684931506849
"2012",1988-12-20,"Z","Tomáš Pilík","1. FK Příbram",2011-07-29,22.6191780821918
"2012",1985-03-22,"Z","Daniel Tarczal","1. FK Příbram",2011-07-29,26.3698630136986
"2012",1990-01-10,"Z","Róbert Valenta","1. FK Příbram",2011-07-29,21.5616438356164
"2012",1990-05-14,"Z","Claude Videgla","1. FK Příbram",2011-07-29,21.2219178082192
"2012",1991-11-08,"U","Milan Jurdík","1. FK Příbram",2011-07-29,19.7342465753425
"2012",1995-07-10,"U","Dominik Mašek","1. FK Příbram",2011-07-29,16.0630136986301
"2012",1987-03-25,"U","Martin Šlapák","1. FK Příbram",2011-07-29,24.3616438356164
"2012",1990-03-06,"U","Tomáš Wágner","1. FK Příbram",2011-07-29,21.4109589041096
"2012",1992-03-28,"-","Aleksandar Andrejević","1. FK Příbram",2011-07-29,19.3479452054795
"2012",1991-02-22,"-","Mirza Bašič","1. FK Příbram",2011-07-29,20.4438356164384
"2012",1993-01-19,"-","Lukáš Brotánek","1. FK Příbram",2011-07-29,18.5342465753425
"2012",1994-10-13,"-","Jakub Dušek","1. FK Příbram",2011-07-29,16.8027397260274
"2012",1993-05-17,"-","Michal Kdolský","1. FK Příbram",2011-07-29,18.2109589041096
"2012",1992-05-30,"-","Martin Kraus","1. FK Příbram",2011-07-29,19.1753424657534
"2012",1989-05-01,"-","Martin Macháček","1. FK Příbram",2011-07-29,22.2575342465753
"2012",1988-11-07,"-","Jhonatan Ber Mariano","1. FK Příbram",2011-07-29,22.7369863013699
"2011",1985-11-23,"B","Aleš Hruška","1. FK Příbram",2010-07-16,24.6602739726027
"2011",1986-11-22,"B","Jakub Rondzik","1. FK Příbram",2010-07-16,23.6630136986301
"2011",1990-09-24,"O","Josef Divíšek","1. FK Příbram",2010-07-16,19.8219178082192
"2011",1983-08-02,"O","Stanislav Nohýnek","1. FK Příbram",2010-07-16,26.972602739726
"2011",1985-12-19,"O","Marek Plašil","1. FK Příbram",2010-07-16,24.5890410958904
"2011",1977-05-21,"O","Lukáš Pleško","1. FK Příbram",2010-07-16,33.1753424657534
"2011",1987-01-28,"O","Pavel Ricka","1. FK Příbram",2010-07-16,23.4794520547945
"2011",1987-02-02,"O","Jakub Štochl","1. FK Příbram",2010-07-16,23.4657534246575
"2011",1989-05-04,"O","Matěj Štochl","1. FK Příbram",2010-07-16,21.213698630137
"2011",1986-04-04,"Z","Tomáš Borek","1. FK Příbram",2010-07-16,24.2986301369863
"2011",1983-05-13,"Z","Michal Klesa","1. FK Příbram",2010-07-16,27.1945205479452
"2011",1984-03-14,"Z","Zdeněk Koukal","1. FK Příbram",2010-07-16,26.3561643835616
"2011",1981-01-19,"Z","Michal Macek","1. FK Příbram",2010-07-16,29.5068493150685
"2011",1989-02-09,"Z","Jan Mojdl","1. FK Příbram",2010-07-16,21.4438356164384
"2011",1989-05-13,"Z","Marius Papšys","1. FK Příbram",2010-07-16,21.1890410958904
"2011",1992-02-13,"Z","Pavel Pilík","1. FK Příbram",2010-07-16,18.4328767123288
"2011",1988-12-20,"Z","Tomáš Pilík","1. FK Příbram",2010-07-16,21.5835616438356
"2011",1985-03-22,"Z","Daniel Tarczal","1. FK Příbram",2010-07-16,25.3342465753425
"2011",1990-05-14,"Z","Claude Videgla","1. FK Příbram",2010-07-16,20.186301369863
"2011",1979-06-25,"U","Daniel Huňa","1. FK Příbram",2010-07-16,31.0794520547945
"2011",1984-07-19,"U","Stanley Ibe","1. FK Příbram",2010-07-16,26.0082191780822
"2011",1991-11-08,"U","Milan Jurdík","1. FK Příbram",2010-07-16,18.6986301369863
"2011",1995-07-10,"U","Dominik Mašek","1. FK Příbram",2010-07-16,15.027397260274
"2011",1987-03-25,"U","Martin Šlapák","1. FK Příbram",2010-07-16,23.3260273972603
"2011",1990-03-06,"U","Tomáš Wágner","1. FK Příbram",2010-07-16,20.3753424657534
"2010",1985-10-27,"B","Lukáš Krbeček","1. FK Příbram",2009-07-25,23.758904109589
"2010",1970-11-06,"O","Martin Müller","1. FK Příbram",2009-07-25,38.7424657534247
"2010",1983-08-02,"O","Stanislav Nohýnek","1. FK Příbram",2009-07-25,25.9972602739726
"2010",1985-12-19,"O","Marek Plašil","1. FK Příbram",2009-07-25,23.613698630137
"2010",1977-05-21,"O","Lukáš Pleško","1. FK Příbram",2009-07-25,32.2
"2010",1988-06-29,"O","Zdeněk Šmejkal","1. FK Příbram",2009-07-25,21.0849315068493
"2010",1987-02-02,"O","Jakub Štochl","1. FK Příbram",2009-07-25,22.4904109589041
"2010",1989-05-04,"O","Matěj Štochl","1. FK Příbram",2009-07-25,20.2383561643836
"2010",1986-04-04,"Z","Tomáš Borek","1. FK Příbram",2009-07-25,23.3232876712329
"2010",1980-07-27,"Z","Filip Dort","1. FK Příbram",2009-07-25,29.013698630137
"2010",1992-04-15,"Z","Antonín Fantiš","1. FK Příbram",2009-07-25,17.2876712328767
"2010",1990-03-16,"Z","Josef Hušbauer","1. FK Příbram",2009-07-25,19.372602739726
"2010",1983-05-13,"Z","Michal Klesa","1. FK Příbram",2009-07-25,26.2191780821918
"2010",1988-12-20,"Z","Tomáš Pilík","1. FK Příbram",2009-07-25,20.6082191780822
"2010",1986-10-11,"Z","Paulo Rodrigues","1. FK Příbram",2009-07-25,22.8027397260274
"2010",1987-04-21,"Z","František Schneider","1. FK Příbram",2009-07-25,22.2767123287671
"2010",1985-03-22,"Z","Daniel Tarczal","1. FK Příbram",2009-07-25,24.358904109589
"2010",1990-05-14,"Z","Claude Videgla","1. FK Příbram",2009-07-25,19.2109589041096
"2010",1987-07-24,"U","Santos Filipe Dos","1. FK Příbram",2009-07-25,22.0191780821918
"2010",1979-06-25,"U","Daniel Huňa","1. FK Příbram",2009-07-25,30.1041095890411
"2010",1986-11-27,"U","Martin Jirouš","1. FK Příbram",2009-07-25,22.6739726027397
"2010",1987-03-25,"U","Martin Šlapák","1. FK Příbram",2009-07-25,22.3506849315068
"2010",1990-03-06,"U","Tomáš Wágner","1. FK Příbram",2009-07-25,19.4
"2009",1985-11-23,"B","Aleš Hruška","1. FK Příbram",2008-08-03,22.7095890410959
"2009",1985-10-27,"B","Lukáš Krbeček","1. FK Příbram",2008-08-03,22.7835616438356
"2009",1973-01-30,"B","Mário Michalík","1. FK Příbram",2008-08-03,35.5315068493151
"2009",1979-09-21,"B","Martin Slavík","1. FK Příbram",2008-08-03,28.8876712328767
"2009",1987-07-24,"O","Nordine Assami","1. FK Příbram",2008-08-03,21.0438356164384
"2009",1985-12-22,"O","Vítězslav Brožík","1. FK Příbram",2008-08-03,22.6301369863014
"2009",1984-04-17,"O","Martin Knakal","1. FK Příbram",2008-08-03,24.3123287671233
"2009",1969-05-26,"O","Marcel Mácha","1. FK Příbram",2008-08-03,39.2164383561644
"2009",1990-02-21,"O","Milan Mišůn","1. FK Příbram",2008-08-03,18.4602739726027
"2009",1970-11-06,"O","Martin Müller","1. FK Příbram",2008-08-03,37.7671232876712
"2009",1983-08-02,"O","Stanislav Nohýnek","1. FK Příbram",2008-08-03,25.0219178082192
"2009",1982-01-31,"O","Jan Penc","1. FK Příbram",2008-08-03,26.5232876712329
"2009",1985-12-19,"O","Marek Plašil","1. FK Příbram",2008-08-03,22.6383561643836
"2009",1977-05-21,"O","Lukáš Pleško","1. FK Příbram",2008-08-03,31.2246575342466
"2009",1988-06-29,"O","Zdeněk Šmejkal","1. FK Příbram",2008-08-03,20.1095890410959
"2009",1987-02-02,"O","Jakub Štochl","1. FK Příbram",2008-08-03,21.5150684931507
"2009",1989-05-04,"O","Matěj Štochl","1. FK Příbram",2008-08-03,19.2630136986301
"2009",1983-06-07,"O","Mapanya Tshiabola","1. FK Příbram",2008-08-03,25.1753424657534
"2009",1986-09-28,"Z","Oguz Han Biyik","1. FK Příbram",2008-08-03,21.8630136986301
"2009",1986-04-04,"Z","Tomáš Borek","1. FK Příbram",2008-08-03,22.3479452054795
"2009",1981-03-11,"Z","Michel Costa","1. FK Příbram",2008-08-03,27.4164383561644
"2009",1992-04-15,"Z","Antonín Fantiš","1. FK Příbram",2008-08-03,16.3123287671233
"2009",1979-10-02,"Z","Martin Hloušek","1. FK Příbram",2008-08-03,28.8575342465753
"2009",1986-12-22,"Z","Jan Kalabiška","1. FK Příbram",2008-08-03,21.6301369863014
"2009",1983-05-13,"Z","Michal Klesa","1. FK Příbram",2008-08-03,25.2438356164384
"2009",1981-03-10,"Z","Lukáš Nechvátal","1. FK Příbram",2008-08-03,27.4191780821918
"2009",1988-12-20,"Z","Tomáš Pilík","1. FK Příbram",2008-08-03,19.6328767123288
"2009",1985-03-22,"Z","Daniel Tarczal","1. FK Příbram",2008-08-03,23.3835616438356
"2009",1986-02-20,"Z","Petr Tomašák","1. FK Příbram",2008-08-03,22.4657534246575
"2009",1986-11-11,"U","Oliveira Danilo De","1. FK Příbram",2008-08-03,21.7424657534247
"2009",1987-07-24,"U","Santos Filipe Dos","1. FK Příbram",2008-08-03,21.0438356164384
"2009",1979-06-25,"U","Daniel Huňa","1. FK Příbram",2008-08-03,29.1287671232877
"2009",1990-03-06,"U","Tomáš Wágner","1. FK Příbram",2008-08-03,18.4246575342466
"2007",1980-12-15,"B","Lukáš Paleček","1. FK Příbram",2006-07-30,25.6383561643836
"2007",1972-03-24,"B","Oldřich Pařízek","1. FK Příbram",2006-07-30,34.372602739726
"2007",1979-08-17,"O","Pavel Bartoš","1. FK Příbram",2006-07-30,26.9698630136986
"2007",1975-01-09,"O","René Formánek","1. FK Příbram",2006-07-30,31.5753424657534
"2007",1988-07-14,"O","Jan Halama","1. FK Příbram",2006-07-30,18.0547945205479
"2007",1973-06-01,"O","Tomáš Hunal","1. FK Příbram",2006-07-30,33.1835616438356
"2007",1985-02-20,"O","Michal Kropík","1. FK Příbram",2006-07-30,21.4520547945205
"2007",1975-08-18,"O","Michal Lesák","1. FK Příbram",2006-07-30,30.9698630136986
"2007",1981-04-25,"O","Martin Leština","1. FK Příbram",2006-07-30,25.2794520547945
"2007",1969-05-26,"O","Marcel Mácha","1. FK Příbram",2006-07-30,37.2027397260274
"2007",1984-02-01,"O","Jakub Navrátil","1. FK Příbram",2006-07-30,22.5068493150685
"2007",1983-08-02,"O","Stanislav Nohýnek","1. FK Příbram",2006-07-30,23.0082191780822
"2007",1983-02-04,"O","Karol Partika","1. FK Příbram",2006-07-30,23.4986301369863
"2007",1982-01-31,"O","Jan Penc","1. FK Příbram",2006-07-30,24.5095890410959
"2007",1972-09-05,"O","Miloslav Penner","1. FK Příbram",2006-07-30,33.9205479452055
"2007",1977-05-21,"O","Lukáš Pleško","1. FK Příbram",2006-07-30,29.2109589041096
"2007",1979-08-12,"O","Jaromír Šmerda","1. FK Příbram",2006-07-30,26.9835616438356
"2007",1988-01-09,"Z","Tomáš Doležal","1. FK Příbram",2006-07-30,18.5671232876712
"2007",1984-08-20,"Z","Pavel Eismann","1. FK Příbram",2006-07-30,21.9561643835616
"2007",1969-10-11,"Z","Martin Hašek","1. FK Příbram",2006-07-30,36.8246575342466
"2007",1987-04-11,"Z","Marek Jungr","1. FK Příbram",2006-07-30,19.3150684931507
"2007",1983-05-13,"Z","Michal Klesa","1. FK Příbram",2006-07-30,23.2301369863014
"2007",1973-11-13,"Z","Rudolf Otepka","1. FK Příbram",2006-07-30,32.7315068493151
"2007",1988-12-20,"Z","Tomáš Pilík","1. FK Příbram",2006-07-30,17.6191780821918
"2007",1984-08-18,"Z","Miroslav Podrazký","1. FK Příbram",2006-07-30,21.9616438356164
"2007",1983-11-19,"Z","Emil Rilke","1. FK Příbram",2006-07-30,22.7095890410959
"2007",1977-04-02,"Z","Radek Šindelář","1. FK Příbram",2006-07-30,29.3452054794521
"2007",1980-02-14,"Z","Martin Sviták","1. FK Příbram",2006-07-30,26.4739726027397
"2007",1985-03-22,"Z","Daniel Tarczal","1. FK Příbram",2006-07-30,21.3698630136986
"2007",1976-03-21,"Z","Dušan Tesařík","1. FK Příbram",2006-07-30,30.3780821917808
"2007",1983-06-06,"Z","Lukáš Vaculík","1. FK Příbram",2006-07-30,23.1643835616438
"2007",1979-06-25,"U","Daniel Huňa","1. FK Příbram",2006-07-30,27.1150684931507
"2007",1978-04-03,"U","Tomáš Kaplan","1. FK Příbram",2006-07-30,28.3424657534247
"2007",1978-03-23,"U","Michal Polodna","1. FK Příbram",2006-07-30,28.372602739726
"2007",1988-05-26,"U","Jakub Řezníček","1. FK Příbram",2006-07-30,18.1890410958904
"2007",1987-10-30,"U","Vítězslav Škácha","1. FK Příbram",2006-07-30,18.7616438356164
"2007",1989-03-08,"U","Jan Vošahlík","1. FK Příbram",2006-07-30,17.4054794520548
"2006",1972-03-24,"B","Oldřich Pařízek","1. FK Příbram",2005-08-06,33.3917808219178
"2006",1975-10-17,"B","Radek Sňozík","1. FK Příbram",2005-08-06,29.8246575342466
"2006",1977-02-17,"O","Jan Buryán","1. FK Příbram",2005-08-06,28.4849315068493
"2006",1975-01-09,"O","René Formánek","1. FK Příbram",2005-08-06,30.5945205479452
"2006",1983-06-27,"O","Pavel Hašek","1. FK Příbram",2005-08-06,22.1260273972603
"2006",1969-05-26,"O","Marcel Mácha","1. FK Příbram",2005-08-06,36.2219178082192
"2006",1984-02-01,"O","Jakub Navrátil","1. FK Příbram",2005-08-06,21.5260273972603
"2006",1972-09-05,"O","Miloslav Penner","1. FK Příbram",2005-08-06,32.9397260273973
"2006",1977-05-21,"O","Lukáš Pleško","1. FK Příbram",2005-08-06,28.2301369863014
"2006",1980-08-03,"O","Jan Riegel","1. FK Příbram",2005-08-06,25.0246575342466
"2006",1977-10-17,"Z","Martin Čupr","1. FK Příbram",2005-08-06,27.8219178082192
"2006",1979-01-30,"Z","Tomáš Fenyk","1. FK Příbram",2005-08-06,26.5342465753425
"2006",1985-11-24,"Z","Tomáš Frejlach","1. FK Příbram",2005-08-06,19.7123287671233
"2006",1979-01-13,"Z","Jan Gruber","1. FK Příbram",2005-08-06,26.5808219178082
"2006",1986-02-09,"Z","Petr Javorek","1. FK Příbram",2005-08-06,19.5013698630137
"2006",1983-05-13,"Z","Michal Klesa","1. FK Příbram",2005-08-06,22.2493150684931
"2006",1976-04-13,"Z","Václav Koloušek","1. FK Příbram",2005-08-06,29.3342465753425
"2006",1973-11-13,"Z","Rudolf Otepka","1. FK Příbram",2005-08-06,31.7506849315069
"2006",1988-12-20,"Z","Tomáš Pilík","1. FK Příbram",2005-08-06,16.6383561643836
"2006",1984-08-18,"Z","Miroslav Podrazký","1. FK Příbram",2005-08-06,20.9808219178082
"2006",1977-04-19,"Z","Luděk Stracený","1. FK Příbram",2005-08-06,28.3178082191781
"2006",1974-03-21,"U","Radek Divecký","1. FK Příbram",2005-08-06,31.4
"2006",1984-09-29,"U","Nedim Hiroš","1. FK Příbram",2005-08-06,20.8657534246575
"2006",1979-06-25,"U","Daniel Huňa","1. FK Příbram",2005-08-06,26.1342465753425
"2006",1983-12-14,"U","Alexandre Mendy","1. FK Příbram",2005-08-06,21.6602739726027
"2006",1980-07-18,"U","Jiří Mlika","1. FK Příbram",2005-08-06,25.0684931506849
"2006",1989-03-08,"U","Jan Vošahlík","1. FK Příbram",2005-08-06,16.4246575342466
"2005",1972-03-24,"B","Oldřich Pařízek","1. FK Příbram",2004-08-08,32.3972602739726
"2005",1975-10-17,"B","Radek Sňozík","1. FK Příbram",2004-08-08,28.8301369863014
"2005",1975-01-09,"O","René Formánek","1. FK Příbram",2004-08-08,29.6
"2005",1981-07-15,"O","Václav Janů","1. FK Příbram",2004-08-08,23.0821917808219
"2005",1975-08-18,"O","Michal Lesák","1. FK Příbram",2004-08-08,28.9945205479452
"2005",1969-05-26,"O","Marcel Mácha","1. FK Příbram",2004-08-08,35.227397260274
"2005",1977-11-08,"O","Ivan Martinčík","1. FK Příbram",2004-08-08,26.7671232876712
"2005",1984-02-01,"O","Jakub Navrátil","1. FK Příbram",2004-08-08,20.5315068493151
